"/roll_ref/data_x","/roll_ref/data_y","/roll_mv/data_x","/roll_mv/data_y"
4.855447054,-0.0003,1.045141935,0.0002121908672,
4.95482111,-0.0003,1.066221952,0.0002248735572,
5.059653044,-0.0003,1.086152077,0.0002436743438,
5.163828135,0,1.108423948,0.0002529108032,
5.261855125,-0.0003,1.127295017,0.0002650632975,
5.363728046,0,1.149127007,0.0002644326543,
5.464847088,-0.0003,1.168201923,0.0002482005172,
5.568683147,-0.0003,1.189139128,0.000236346641,
5.668797016,-0.0003,1.209178925,0.0002100517146,
5.76989913,0,1.230351925,0.0001920324308,
5.869749069,0,1.249799013,0.000189676119,
5.971894026,0,1.27089715,0.0002006665698,
6.074923038,-0.0003,1.290815115,0.0002289528667,
6.178189993,-0.0003,1.312207937,0.0002463037392,
6.279462099,-0.0003,1.331769943,0.0002773407789,
6.380824089,0,1.352543116,0.0002938942159,
6.484328985,-0.0003,1.372686148,0.0002922025285,
6.585055113,-0.0003,1.393284082,0.0002712339778,
6.685325146,0,1.413733959,0.0002329931499,
6.788578033,-0.0003,1.433979034,0.000192383379,
6.890176058,-0.0003,1.454430103,0.0001761127005,
6.990100145,-0.0003,1.47500205,0.0001611249208,
7.090657949,-0.0003,1.495481968,0.0001720810552,
7.193441153,-0.0003,1.515886068,0.000186423836,
7.296774149,-0.0003,1.536119938,0.000224473919,
7.397647142,-0.0003,1.556658983,0.0002446966192,
7.497883081,0,1.577269077,0.0002774239145,
7.599777937,-0.0003,1.597661972,0.0002901463795,
7.702397108,-0.0003,1.619514942,0.0002758537462,
7.802453995,0,1.638786077,0.0002598913369,
7.904655933,-0.0003,1.65941906,0.0002193994365,
8.008926153,-0.0003,1.679983139,0.0001832765511,
8.110831022,-0.0003,1.702566147,0.0001713887893,
8.211248159,-0.0003,1.720844984,0.0001604720437,
8.31574893,-0.0003,1.741616011,0.0001692150536,
8.416759014,-0.0003,1.761636019,0.0001823526101,
8.519153118,-0.0003,1.782063961,0.0002143915788,
8.620897055,0,1.802592993,0.0002426039611,
8.724903107,-0.0003,1.822932005,0.0002531342461,
8.824945927,-0.0003,1.843404055,0.000262437677,
8.929510117,-0.0006,1.863821983,0.000256562702,
9.029252052,-0.0003,1.88431406,0.0002500004407,
9.131693125,-0.0003,1.904757977,0.000233051549,
9.232764959,-0.0003,1.925698042,0.0002165038989,
9.335339069,-0.0003,1.947216988,0.000210274207,
9.43730402,-0.0003,1.966530085,0.0002064696319,
9.538630962,-0.0003,1.987872124,0.0002134218501,
9.643811941,-0.0003,2.021131039,0.0002262036358,
9.743307114,-0.0003,2.028475046,0.0002344354542,
9.847151995,-0.0003,2.048303127,0.0002506979871,
9.947396994,-0.0003,2.068974018,0.0002664670057,
10.05085897,0,2.089611053,0.0002787893651,
10.15368414,-0.0003,2.10986805,0.0002836554335,
10.25457215,0,2.130175114,0.0002873022537,
10.35496593,-0.0003,2.150563955,0.0002870701282,
10.45571113,0.0048,2.170881033,0.000284385153,
10.55796313,0.0084,2.19117403,0.00028322475,
10.66022611,0.0126,2.211506128,0.0002774929904,
10.76392603,0.024,2.231835127,0.0002729025313,
10.86489296,0.0342,2.252396107,0.0002725523927,
10.96757412,0.0513,2.273446083,0.0002740557601,
11.0677681,0.0531,2.293033123,0.0002801212003,
11.16838503,0.0654,2.371068001,0.0002866897463,
11.26828814,0.0747,2.371181965,0.0002897160072,
11.37098098,0.0876,2.371228933,0.0002960409436,
11.47185802,0.0918,2.374936104,0.0003034384935,
11.57658505,0.096,2.39499402,0.0003080490901,
11.67785597,0.1026,2.415262938,0.0003090737395,
11.77908993,0.1095,2.43542099,0.0003073727596,
11.88195896,0.1155,2.457982063,0.0003024309837,
11.98273802,0.1185,2.476660967,0.0002987840046,
12.08732414,0.12,2.497875929,0.0002916690487,
12.18944502,0.1239,2.520230055,0.000283074463,
12.29105616,0.1374,2.539734125,0.0002788525027,
12.38955593,0.1395,2.558325052,0.0002734953663,
12.49490094,0.1407,2.578794003,0.0002742634873,
12.59529495,0.1464,2.600019932,0.0002810364158,
12.697088,0.15,2.619714022,0.0002863678106,
12.79649305,0.1503,2.641834974,0.0002997494486,
12.89844394,0.1503,2.66071105,0.0003144312472,
12.99959612,0.15,2.681123972,0.000326656743,
13.103338,0.15,2.701262951,0.0003239886254,
13.20370412,0.15,2.723103046,0.0003195736661,
13.30297208,0.15,2.742316961,0.0003068921677,
13.40473008,0.15,2.763318062,0.0003009368995,
13.50672102,0.15,2.783947945,0.0002894229007,
13.60838509,0.15,2.803807974,0.0002855429434,
13.71210408,0.1503,2.824551105,0.0002873982018,
13.81258702,0.15,2.8447721,0.0002919759374,
13.91778207,0.1503,2.865059137,0.0003031855223,
14.02192593,0.15,2.886251926,0.0003182684767,
14.12685299,0.15,2.906572104,0.0003238378335,
14.22859502,0.15,2.927616119,0.0003318220988,
14.32957315,0.15,2.947458029,0.0003281177346,
