"/roll_ref/data_x","/roll_ref/data_y","/roll_mv/data_x","/roll_mv/data_y"
1.927005053,-0.1117269229,1.272898912,0.07224138868,
1.954639912,-0.1137061536,1.29320097,0.06815946028,
1.975306034,-0.1156399033,1.313977957,0.06395160872,
2.004785061,-0.1175273986,1.333971977,0.0596188837,
2.015357971,-0.1193678845,1.35449791,0.05742224234,
2.04630208,-0.1211606248,1.375142097,0.05303137963,
2.05447793,-0.1229049025,1.395320892,0.04853176009,
2.085705996,-0.1246000199,1.415826082,0.04419069349,
2.539787054,-0.1262452989,1.436255932,0.04200549018,
2.627737999,-0.1278400815,1.456855059,0.03764548174,
2.647819996,-0.1293837298,1.477375984,0.03338429042,
2.668792009,-0.1308756263,1.497634888,0.02926486211,
2.688455105,-0.1323151743,1.518444061,0.02714879008,
2.715523005,-0.133701798,1.538633108,0.02293077354,
2.728617907,-0.1350349427,1.559875011,0.01891965549,
2.748714924,-0.1363140753,1.579703093,0.01697831642,
2.767808914,-0.1375386841,1.6007061,0.01322288673,
2.788510084,-0.1387082792,1.620919943,0.009692874352,
2.808428049,-0.1398223929,1.642896891,0.00635378242,
2.828418016,-0.1408805794,1.661933899,0.004764870491,
2.847616911,-0.1418824156,1.683846951,0.001728288292,
2.868511915,-0.1428275008,1.703155994,-0.001037975109,
2.888350964,-0.1437154568,1.723671913,-0.003612450122,
2.908776999,-0.1445459286,1.744488001,-0.006036404161,
2.927988052,-0.1453185839,1.764735937,-0.007199955594,
2.948806047,-0.1460331138,1.785444975,-0.009377903414,
2.967895031,-0.1466892323,1.805891037,-0.01145291344,
2.989959955,-0.1472866771,1.826307058,-0.01245114296,
3.008088112,-0.1478252092,1.846966982,-0.01438943001,
3.029898882,-0.1483046132,1.867607117,-0.01622659753,
3.047614098,-0.1487246973,1.887778044,-0.01813438388,
3.068478107,-0.1490852935,1.908925056,-0.01998419382,
3.088509083,-0.1493862576,1.929114103,-0.02091620104,
3.108429909,-0.1496274692,1.949280977,-0.02288677244,
3.128643036,-0.1498088318,1.969860077,-0.02499867249,
3.149576902,-0.1499302728,1.990936995,-0.02726500939,
3.167788982,-0.1499917438,2.011081934,-0.02844535264,
3.189718008,-0.14999322,2.032171965,-0.03103006202,
3.207829952,-0.149934701,2.051979065,-0.03373017991,
3.22979188,-0.1498162101,2.07246089,-0.03669546784,
3.247648001,-0.1496377946,2.107074022,-0.03828525684,
3.269567966,-0.1493995261,2.113430023,-0.04163132339,
3.28854394,-0.1491014997,2.13380909,-0.04524432199,
3.309479952,-0.1487438348,2.154509068,-0.04913916493,
3.328200102,-0.1483266743,2.175054073,-0.05109406013,
3.349811077,-0.1478501851,2.195451021,-0.05536828383,
3.368268013,-0.1473145577,2.21569705,-0.05982328229,
3.38924408,-0.1467200066,2.236073017,-0.06213538518,
3.40824604,-0.1460667694,2.256288052,-0.06688371661,
3.430330992,-0.1453551074,2.276679039,-0.07166319863,
3.450169086,-0.1445853053,2.296940088,-0.07644614628,
3.469146967,-0.143757671,2.317184925,-0.08124982555,
3.487705946,-0.1428725356,2.337466955,-0.08366401111,
3.509840965,-0.1419302531,2.358479023,-0.08835033338,
3.52819705,-0.1409312003,2.378473997,-0.09295559102,
3.549588919,-0.139875777,2.404053926,-0.0952461139,
3.568356991,-0.1387644052,2.418852091,-0.09969536861,
3.589318991,-0.1375975295,2.439428091,-0.1038970656,
3.607631922,-0.1363756166,2.466614008,-0.107796347,
3.629703999,-0.1350991553,2.483052015,-0.1095806338,
3.648186922,-0.1337686561,2.501106977,-0.1129327132,
3.669128895,-0.1323846512,2.520571947,-0.1158838089,
3.688246965,-0.1309476943,2.541050911,-0.1171959191,
3.709340096,-0.12945836,2.561193943,-0.119476611,
3.727646112,-0.1279172441,2.581748009,-0.121284992,
3.749613047,-0.126324963,2.602035046,-0.1220278536,
3.768006086,-0.1246821537,2.627046108,-0.1231680251,
3.789561033,-0.1229894731,2.642724991,-0.1238772034,
3.808399916,-0.1212475983,2.663300991,-0.1241151505,
3.830276966,-0.1194572262,2.683549881,-0.1243919544,
3.848253965,-0.1176190727,2.704020023,-0.1244738062,
3.869260073,-0.1157338732,2.724334002,-0.1244414874,
3.887617111,-0.1138023817,2.745412111,-0.1243455435,
3.90961194,-0.1118253707,2.765085936,-0.1241806365,
3.927733898,-0.1098036311,2.78540206,-0.124126371,
3.949805975,-0.1077379715,2.805639029,-0.1240243215,
3.967755079,-0.1056292181,2.826020956,-0.1240171297,
3.989698887,-0.1034782145,2.846343994,-0.1240628566,
4.008435011,-0.101285821,2.866740942,-0.124247935,
4.029313087,-0.09905291443,2.886961937,-0.1245355821,
4.047733068,-0.09678038807,2.907314062,-0.1248975563,
4.070411921,-0.09446915084,2.927653074,-0.1253302186,
4.088185072,-0.09212012721,2.948048115,-0.125555723,
4.125319958,-0.08973425675,2.968195915,-0.1260487138,
4.127584934,-0.08731249379,2.988868952,-0.1265767402,
4.14952898,-0.084855807,3.009110928,-0.1271326699,
4.167581081,-0.08236517901,3.029818058,-0.1274426304,
4.189699888,-0.07984160606,3.049777985,-0.128065663,
4.208122969,-0.07728609752,3.072334051,-0.1286870301,
4.229180098,-0.07469967558,3.090487003,-0.1290233412,
4.248259068,-0.07208337476,3.112270117,-0.1296535199,
4.269263029,-0.06943824155,3.131226063,-0.1303152586,
4.288144112,-0.06676533397,3.151684999,-0.1309608674,
4.322310925,-0.06406572115,3.172254086,-0.1315721861,
4.327749014,-0.06134048289,3.193856001,-0.1318757407,
4.350150108,-0.05859070926,3.212852955,-0.132465941,
4.368102074,-0.05581750013,3.233942986,-0.1330132996,
4.402929068,-0.05302196474,3.253959894,-0.1335112228,
4.408163071,-0.05020522127,3.274658918,-0.1337394974,
4.429589987,-0.04736839638,3.294744015,-0.1341547597,
4.448158026,-0.04451262477,3.318232059,-0.1345114269,
4.469389915,-0.0416390487,3.336323977,-0.1346603326,
4.487891912,-0.03874881756,3.357958078,-0.1349121056,
4.510246992,-0.03584308741,3.377304077,-0.1350892934,
4.528024912,-0.03292302051,3.399261951,-0.1352460127,
4.550000906,-0.02998978484,3.418067932,-0.1353431976,
4.568031073,-0.02704455365,3.438666105,-0.1354005503,
4.590493917,-0.02408850501,3.459500074,-0.1354904837,
4.608023882,-0.02112282128,3.480150938,-0.1355862913,
4.644113064,-0.0181486887,3.5004251,-0.135632546,
4.648335934,-0.0151672969,3.521220922,-0.135750482,
4.669497013,-0.01217983837,3.541791916,-0.1358686433,
4.688469887,-0.009187508073,3.562237978,-0.1360067175,
4.709472895,-0.006191502895,3.58267498,-0.1361222279,
4.728574991,-0.003193021198,3.60332489,-0.1361525755,
4.749618053,-0.0001932623347,3.623872995,-0.1362788158,
4.768156052,0.002806573831,3.644181013,-0.1364227254,
4.803591967,0.005805287404,3.664629936,-0.1365584199,
4.807749033,0.008801678939,3.685188055,-0.1366213991,
4.83007288,0.01179454992,3.705596924,-0.1367464328,
4.848236084,0.01478270324,3.725918055,-0.1368802843,
4.869273901,0.01776494367,3.746443987,-0.1369223915,
4.888272047,0.02074007837,3.766880035,-0.1370401853,
4.909137011,0.02370691731,3.787821054,-0.1371220516,
4.927721024,0.0266642738,3.807804108,-0.1371947986,
4.949635029,0.02961096493,3.828814983,-0.1372019242,
4.968110085,0.03254581207,3.848961115,-0.1372598216,
5.002753019,0.03546764133,3.86917305,-0.1372811387,
5.008023977,0.03837528399,3.889512062,-0.1372740064,
5.030328989,0.04126757706,3.90998292,-0.1372640664,
5.050292969,0.04414336365,3.93047905,-0.1372727696,
5.069269896,0.04700149348,3.95363903,-0.1372288663,
5.088125944,0.04984082333,3.9713099,-0.1372212528,
5.109324932,0.05266021753,3.994719028,-0.1371942279,
5.128387928,0.05545854834,4.012172937,-0.13710468,
5.149486065,0.05823469647,4.033313036,-0.1370531294,
5.167983055,0.06098755149,4.053287029,-0.1370286843,
5.189908028,0.06371601231,4.074701071,-0.1369759262,
5.20759201,0.06641898758,4.094101906,-0.1369193518,
5.229553938,0.06909539613,4.115900993,-0.1368361874,
5.248039007,0.07174416745,4.135025978,-0.1367696238,
5.291069984,0.07436424205,4.159136057,-0.1366140244,
5.325397968,0.07695457196,4.175821066,-0.1364829695,
5.331594944,0.07951412105,4.198118925,-0.1363700678,
5.363512993,0.08204186556,4.216610909,-0.1361974907,
5.371820927,0.08453679442,4.237735033,-0.1359322218,
5.404629946,0.08699790969,4.257678032,-0.1358286051,
5.412056923,0.08942422695,4.278512955,-0.1355056922,
5.443913937,0.09181477572,4.298718929,-0.1350951148,
5.451140881,0.0941685998,4.319077015,-0.1345499755,
5.484211922,0.09648475769,4.339953899,-0.1342612238,
5.49140501,0.09876232297,4.36062789,-0.1335289071,
5.5219419,0.1010003846,4.380789995,-0.1326214964,
5.532118082,0.1031980475,4.401791096,-0.1321344639,
5.566843033,0.1053544325,4.421648979,-0.1309228482,
5.571988106,0.1074686772,4.44225502,-0.1295451404,
5.60304904,0.1095399358,4.462982893,-0.1278937404,
5.611408949,0.1115673799,4.48329401,-0.1269825178,
5.647727966,0.1135501985,4.503823996,-0.1250266168,
5.651954889,0.1154875986,4.524677992,-0.1228074965,
5.684293985,0.1173788051,4.544641018,-0.1216165405,
5.691596985,0.1192230617,4.565819025,-0.11901902,
5.728244066,0.1210196307,4.58582902,-0.1161707175,
5.731482983,0.1227677934,4.606137991,-0.1131942294,
5.765103102,0.1244668507,4.626657963,-0.1100127033,
5.771373034,0.1261161229,4.647193909,-0.1083335018,
5.802943945,0.1277149503,4.667813063,-0.1048471948,
5.811264038,0.1292626934,4.688254118,-0.101206184,
5.842518091,0.1307587332,4.709125996,-0.0993653109,
5.851857901,0.1322024712,4.729274988,-0.09539701111,
5.883239985,0.13359333,4.7495749,-0.09132583985,
5.891540051,0.1349307533,4.770046949,-0.08917077675,
5.923774004,0.136214206,4.790709019,-0.08496031245,
5.931988001,0.1374431749,4.811022043,-0.08073853506,
5.964637041,0.1386171683,4.83505702,-0.07651104515,
5.971867085,0.1397357167,4.852149963,-0.07439617539,
6.004723072,0.1407983727,4.872903109,-0.07018451193,
6.012092113,0.1418047113,4.893237114,-0.06600489306,
6.042439938,0.1427543298,4.914248943,-0.06391292293,
6.051707029,0.1436468485,4.934072018,-0.05980304958,
6.08453393,0.1444819104,4.955374956,-0.05580515793,
6.091835022,0.1452591814,4.974988937,-0.05191700575,
6.124634027,0.1459783508,4.995764971,-0.05005315357,
6.131835938,0.1466391307,5.016181946,-0.04642093924,
6.165369034,0.1472412569,5.040057898,-0.04301361788,
6.1717031,0.1477844886,5.057198048,-0.04136882989,
6.202512026,0.1482686084,5.078187943,-0.03825192729,
6.211755991,0.1486934228,5.097975016,-0.03533946623,
6.247678995,0.1490587618,5.119102001,-0.03268654889,
6.251830101,0.1493644793,5.138803005,-0.03023604029,
6.283263922,0.149610453,5.159251928,-0.02911516125,
6.291532993,0.1497965845,5.179759026,-0.0268938932,
6.324191093,0.1499227993,5.200191975,-0.02481743381,
6.331424952,0.1499890471,5.220690012,-0.02283998378,
6.364698887,0.1499953012,5.241302013,-0.02191196779,
6.371944904,0.1499415592,5.261953115,-0.02012888388,
6.403981924,0.1498278426,5.282960892,-0.01835218409,
6.411163092,0.1496541968,5.303019047,-0.01652417164,
6.442794085,0.1494206913,5.324455976,-0.01558254895,
6.451997995,0.1491274196,5.343868017,-0.01369099257,
6.484941959,0.1487744989,5.364017963,-0.01166147438,
6.49136591,0.1483620704,5.384711027,-0.009595565265,
6.524163008,0.147890299,5.405047894,-0.007347539003,
6.53134203,0.1473593735,5.425580025,-0.006221567502,
6.562783957,0.1467695061,5.446088076,-0.003632724404,
6.572128057,0.146120933,5.466593981,-0.002245515878,
6.602699995,0.1454139134,5.486983061,0.0007001980719,
6.612102985,0.1446487302,5.507488012,0.003834080494,
6.643973112,0.1438256894,5.527900934,0.005508536589,
6.651247978,0.1429451203,5.548190117,0.009010550474,
6.683134079,0.142007375,5.568706989,0.01262861579,
6.691391945,0.1410128287,5.589351892,0.016424183,
6.722749949,0.1399618791,5.609894991,0.02047325176,
6.732069969,0.1388549467,5.633662939,0.02258320713,
6.766037941,0.1376924741,5.650816917,0.02693547826,
6.771209955,0.1364749263,5.673876047,0.03139293654,
6.804219961,0.1352027904,5.691751957,0.0360077152,
6.811592102,0.1338765752,5.713373899,0.03830277661,
6.844072104,0.1324968112,5.732769012,0.04294141254,
6.851383924,0.1310640501,5.753895044,0.04527977814,
6.8839221,0.1295788653,5.773679972,0.04996373323,
6.891228914,0.1280418506,5.794059038,0.05449227558,
6.923508883,0.1264536208,5.814677,0.05670670852,
6.931864023,0.1248148113,5.837125063,0.06100408174,
6.963922024,0.1231260776,5.855619907,0.06507920856,
6.971467018,0.121388095,5.876369953,0.06702584595,
7.004965067,0.1196015588,5.89665699,0.07072994803,
7.011265993,0.1177671836,5.917326927,0.07410053313,
7.044183969,0.1158857031,5.937587976,0.07715542646,
7.051455975,0.1139578699,5.958419085,0.07989324729,
7.086298943,0.111984455,5.978444099,0.08112744034,
7.091731071,0.1099662479,5.998931885,0.08338724706,
7.122373104,0.1079040557,6.019376993,0.08534624542,
7.131716967,0.1057987033,6.040009022,0.0870393886,
7.164218903,0.1036510329,6.060472965,0.0877601928,
7.171608925,0.1014619034,6.080904007,0.08904113021,
7.20996809,0.09923219054,6.10135603,0.09013008534,
7.211142063,0.0969627861,6.122148037,0.09110761662,
7.242309093,0.09465459785,6.142556906,0.09151108619,
7.251642942,0.09230854901,6.163045883,0.09235347339,
7.283299923,0.08992557799,6.183708906,0.09305525974,
7.291505098,0.08750663794,6.204165936,0.09382707952,
7.323401928,0.08505269639,6.224375963,0.09418638121,
7.331711054,0.08256473491,6.245192051,0.09500899588,
7.363745928,0.08004374863,6.265439987,0.09588076136,
7.371912003,0.07749074591,6.28572011,0.09637970294,
7.404926062,0.07490674794,6.306631088,0.09743157804,
7.411309004,0.07229278826,6.326915979,0.09862318518,
7.44727397,0.06964991243,6.347711086,0.09986180524,
7.451421022,0.06697917756,6.367726088,0.101235049,
7.483025074,0.06428165192,6.388463974,0.1020159925,
7.491312981,0.06155841447,6.408648014,0.1036342093,
7.524585009,0.05881055448,6.429210901,0.105383354,
7.531841993,0.05603917105,6.449893951,0.1063324474,
7.564858913,0.0532453727,6.470822096,0.1083268514,
7.571224928,0.05043027691,6.490921021,0.1104438642,
7.611164093,0.04759500968,6.512726068,0.11150998,
7.643239021,0.04474070508,6.531872988,0.1137271686,
7.651652098,0.0418685048,6.553467035,0.1160115943,
7.688297033,0.03897955767,6.572653055,0.1171523746,
7.691468,0.03607501924,6.593724012,0.1194319826,
7.724546909,0.03315605128,6.613470078,0.121611282,
7.731877089,0.03022382134,6.634124994,0.1237125201,
7.766135931,0.02727950228,6.654412985,0.1256973479,
7.771454096,0.02432427178,6.67491889,0.1266668648,
7.80655098,0.0213593119,6.69521594,0.12845427,
7.811798096,0.01838580858,6.717721939,0.1301151757,
7.84355402,0.01540495118,6.736159086,0.1315534044,
7.851958036,0.012417932,6.756705999,0.1321950565,
7.887634039,0.009425945816,6.777281046,0.1333292508,
7.89180994,0.00643018938,6.798069954,0.1342243672,
7.928827047,0.003431860954,6.817922115,0.1348849377,
7.931998968,0.0004321598288,6.838670969,0.1351411126,
7.96461606,-0.002567714154,6.858959913,0.1355149999,
7.971868038,-0.005566561086,6.879380941,0.1357233114,
8.005712986,-0.008563181467,6.899869919,0.1358059112,
8.012006998,-0.01155637669,6.920335054,0.1359234252,
8.043735027,-0.01454494952,6.940979004,0.1360102227,
8.052063942,-0.01752770456,6.961546898,0.1360453454,
8.083800077,-0.02050344875,6.98169899,0.1361565824,
8.091995955,-0.02347099184,7.002197981,0.13626344,
8.125766039,-0.02642914684,7.022716999,0.1363242537,
8.13201499,-0.02937673053,7.043164015,0.1364495155,
8.16701889,-0.03231256393,7.063803911,0.1365948938,
8.171266079,-0.03523547273,7.084501982,0.136751767,
8.205815077,-0.03814428781,7.105037928,0.1368113229,
8.212029934,-0.04103784569,7.124811888,0.136910486,
8.247445107,-0.04391498897,7.145457029,0.1369617922,
8.25186801,-0.04677456685,7.165592909,0.1369909737,
8.286207914,-0.04961543552,7.186341047,0.1369438214,
8.291493893,-0.05243645867,7.206722975,0.136908532,
8.324994087,-0.05523650795,7.22761488,0.1368192213,
8.331175089,-0.05801446336,7.247872114,0.1367000234,
8.365196943,-0.06076921375,7.268379927,0.1366205621,
8.371408939,-0.06349965727,7.288525105,0.136506039,
8.403819084,-0.06620470177,7.309320927,0.136415952,
8.412090063,-0.06888326528,7.329431057,0.1363270523,
8.443778992,-0.0715342764,7.349853039,0.1362199397,
8.452116013,-0.07415667476,7.37034893,0.1361824626,
8.483619928,-0.07674941144,7.393568993,0.1360011511,
8.491856098,-0.07931144938,7.411916018,0.1357819313,
8.527384996,-0.0818417638,7.432837963,0.1354479806,
8.531574965,-0.0843393426,7.45272994,0.1352778271,
8.565428972,-0.08680318679,7.473568916,0.1348638736,
8.571804047,-0.08923231086,7.493412971,0.1343314531,
8.604979992,-0.0916257432,7.51444006,0.1339906647,
8.611155987,-0.09398252646,7.534507036,0.1331853123,
8.643189907,-0.09630171796,7.559062958,0.1322007775,
8.651484966,-0.09858239007,7.575455904,0.1310568861,
8.685746908,-0.1008236305,7.596093893,0.1303948532,
8.692006111,-0.1030245429,7.616831064,0.1290378496,
8.724420071,-0.1051842468,7.639022112,0.1275523801,
8.731759071,-0.1073018784,7.657620907,0.1259267176,
8.76593709,-0.1093765907,7.681009054,0.1241680804,
8.772139072,-0.1114075538,7.69869709,0.122288265,
8.803175926,-0.1133939554,7.719048977,0.1213275916,
8.811458111,-0.1153350009,7.740009069,0.119294911,
8.84711504,-0.1172299139,7.760364056,0.1171624313,
8.851342916,-0.1190779366,7.780589104,0.1149801128,
8.883444071,-0.1208783296,7.801151037,0.113845541,
8.891644955,-0.122630373,7.821741104,0.1116108798,
8.925271988,-0.1243333658,7.842519999,0.1093376444,
8.931580067,-0.1259866269,7.862750053,0.1070587096,
8.962896109,-0.1275894951,7.883196115,0.1058966949,
8.971182108,-0.1291413291,7.903912067,0.1035871623,
9.004558086,-0.1306415084,7.924520016,0.1012730826,
9.011748075,-0.1320894328,7.944957018,0.09898788104,
9.043616056,-0.1334845232,7.965346098,0.09782352927,
9.051872969,-0.1348262215,7.985867977,0.09553486483,
9.083976984,-0.1361139912,8.006123066,0.09326165689,
9.091300011,-0.1373473171,8.02678895,0.090990371,
9.125803947,-0.1385257058,8.047180891,0.0898684053,
9.131980896,-0.1396486862,8.067603111,0.08758226577,
9.162884951,-0.1407158089,8.088068962,0.0852381367,
9.17217207,-0.1417266472,8.108653069,0.08403821246,
9.205729961,-0.1426807967,8.128931999,0.08154700021,
9.212143898,-0.1435778758,8.150223017,0.07905198124,
9.243856907,-0.1444175257,8.169954062,0.07647988942,
9.252023935,-0.1451994105,8.19086504,0.07515055013,
9.285794973,-0.1459232174,8.210789919,0.07238608582,
9.292049885,-0.1465886571,8.231702089,0.06942364843,
9.32427597,-0.1471954632,8.251645088,0.06785285082,
9.331589937,-0.147743393,8.273566008,0.06462894034,
9.367089033,-0.1482322275,8.292392969,0.06125033251,
9.371263027,-0.1486617711,8.313200951,0.05772364098,
9.404373884,-0.149031852,8.333365917,0.05597670041,
9.411751032,-0.1493423221,8.354043961,0.05220005788,
9.442709923,-0.1495930572,8.374339104,0.04840308721,
9.451993942,-0.1497839572,8.398691893,0.04444148239,
9.482598066,-0.1499149455,8.415566921,0.04238174104,
9.491918087,-0.1499859699,8.436930895,0.03815248998,
9.525192976,-0.1499970019,8.456317902,0.03386744426,
9.531397104,-0.149948037,8.47813201,0.0315979739,
9.564488888,-0.149839095,8.49733901,0.02691757506,
9.571870089,-0.1496702193,8.51868391,0.02218754135,
9.604578972,-0.1494414776,8.538736105,0.01742387519,
9.611929893,-0.1491529612,8.559351921,0.01496278069,
9.646467924,-0.1488047856,8.579587936,0.01000237714,
9.65170002,-0.1483970901,8.600224972,0.005040252012,
9.68424201,-0.1479300378,8.6206429,0.002576721692,
9.691488028,-0.1474038154,8.64094305,-0.002328980921,
9.724134922,-0.1468186334,8.661319971,-0.007223740443,
9.731543064,-0.146174726,8.682038069,-0.01197565643,
9.763900042,-0.1454723506,8.702159882,-0.01433727747,
9.771136999,-0.1447117882,8.723479033,-0.01894438936,
9.802431107,-0.143893343,8.743217945,-0.02339568282,
9.811681032,-0.1430173424,8.764801979,-0.0255842753,
9.84285593,-0.1420841368,8.784163952,-0.0298382159,
9.852053881,-0.1410940994,8.804529905,-0.03387215433,
9.884608984,-0.1400476263,8.825256109,-0.03578340141,
9.891860008,-0.1389451359,8.845933914,-0.03949555008,
9.924010038,-0.1377870694,8.865921974,-0.04294676389,
9.93125391,-0.1365738899,8.886399984,-0.04611864324,
9.962577105,-0.1353060826,8.906883955,-0.04910477718,
9.971931934,-0.1339841548,8.927243948,-0.0505079982,
10.00356007,-0.132608635,8.947566986,-0.05322419106,
10.01185393,-0.1311800735,8.968029022,-0.05574968412,
10.04729891,-0.1296990418,8.988475084,-0.05691437382,
10.05148911,-0.1281661322,9.008923054,-0.05923332077,
10.08430099,-0.1265819578,9.029717922,-0.06140670498,
10.09173894,-0.1249471524,9.04991293,-0.06244569483,
10.12383389,-0.1232623697,9.073703051,-0.06453174844,
10.13218093,-0.1215282838,9.090782881,-0.06647597435,
10.16657305,-0.1197455881,9.11254406,-0.06840148805,
10.17168689,-0.1179149959,9.131613016,-0.07035721345,
10.20391893,-0.1160372392,9.153369904,-0.07132922488,
10.21122694,-0.1141130691,9.172519922,-0.07332061088,
10.24265695,-0.1121432553,9.193701982,-0.07532658282,
10.25193906,-0.1101285858,9.213469982,-0.07633880469,
10.28488994,-0.1080698662,9.233917952,-0.07841267279,
10.292243,-0.1059679202,9.254575014,-0.08058584846,
10.32304502,-0.1038235884,9.274964094,-0.08171431973,
10.33133602,-0.1016377285,9.295274019,-0.08402631764,
10.3715899,-0.09941121493,9.315826893,-0.08640847311,
10.40433788,-0.09714493819,9.336152077,-0.08762707596,
10.41249204,-0.09483980476,9.358055115,-0.09013401186,
10.44631004,-0.09249673668,9.377222061,-0.0926935822,
10.452564,-0.09011667113,9.397945881,-0.09404402005,
10.48379707,-0.08770056012,9.41864109,-0.09677008248,
10.49207091,-0.08524937005,9.438956022,-0.09955066467,
10.52269101,-0.08276408137,9.459425926,-0.1024237592,
10.53199506,-0.08024568816,9.480020046,-0.1038782181,
10.56727695,-0.07769519775,9.500485897,-0.1068120404,
10.57158399,-0.07511363029,9.520698071,-0.1097440072,
10.60384989,-0.07250201839,9.541388988,-0.111220908,
10.61218405,-0.06986140664,9.561939001,-0.1142653531,
10.64483309,-0.06719285126,9.582276106,-0.1172984305,
10.65198493,-0.06449741964,9.602718115,-0.1202764191,
10.68491507,-0.0617761899,9.623291016,-0.123181598,
10.6920681,-0.05903025052,9.643671989,-0.1258856588,
10.72344303,-0.05626069982,9.664354086,-0.1272310481,
10.7317729,-0.0534686456,9.684587955,-0.1298472542,
10.76375604,-0.05065520462,9.70538497,-0.1311401136,
10.77195001,-0.04782150225,9.72585988,-0.133599605,
10.80830693,-0.0449686719,9.746211052,-0.1358697184,
10.81157088,-0.04209785469,9.766793966,-0.1380136114,
10.84552908,-0.0392101989,9.787225962,-0.1398979923,
10.85176492,-0.03630685955,9.807600975,-0.1407602922,
10.88599396,-0.03338899795,9.82920289,-0.1423310592,
10.89224505,-0.03045778118,9.848790884,-0.1436373908,
10.92288494,-0.02751438172,9.869220018,-0.1447152317,
10.93220592,-0.02455997686,9.889967918,-0.1451753411,
10.96705294,-0.02159574834,9.910419941,-0.1458726188,
10.97246003,-0.01862288181,9.930810928,-0.146413923,
11.00380301,-0.01564256638,9.952862978,-0.1467056683,
11.01209307,-0.01265599413,9.972161055,-0.1468755342,
11.04327798,-0.00966435965,9.993550062,-0.146931431,
11.05265403,-0.006668859555,10.01303196,-0.1469157842,
11.08558297,-0.003670692005,10.034127,-0.1468643951,
11.09195089,-0.0006710562267,10.05380797,-0.1467775834,
11.12719607,0.002328847965,10.07434797,-0.1467346712,
11.13247395,0.005327820648,10.09472704,-0.1466575114,
11.16327691,0.008324662274,10.11626005,-0.1466137699,
11.17265511,0.01131817415,10.13575912,-0.1466115538,
11.20479393,0.0143071589,10.15865707,-0.1466339863,
11.21217704,0.01729042098,10.17685699,-0.1466840836,
