"/roll_rate_mv/data_x","/roll_rate_mv/data_y","/roll_rate_ref/data_x","/roll_rate_ref/data_y"
2.111246109,0.08327212465,2.111182213,0.1138066784,
2.131612062,0.07705471073,2.131481171,0.1135313233,
2.152748108,0.09705886726,2.152501106,0.1140613303,
2.17249012,0.10216123,2.172553062,0.1178316064,
2.193442106,0.1075505099,2.193506002,0.1162297495,
2.213443995,0.1261240114,2.213524103,0.1160059014,
2.234071016,0.1283810385,2.233977079,0.1158075842,
2.254617214,0.1408027795,2.254543066,0.115241056,
2.275207043,0.1390449371,2.275096178,0.1191323126,
2.295787096,0.1443328241,2.295637131,0.1158446726,
2.316143036,0.1607069148,2.316098213,0.1147761016,
2.337049007,0.1531698174,2.337097168,0.1189156198,
2.357125998,0.1541328627,2.356870174,0.1228412148,
2.377760172,0.1580888295,2.377571106,0.1086174685,
2.397862196,0.1593998117,2.397927046,0.1252052344,
2.418586016,0.1654681724,2.418636084,0.1079211307,
2.43882513,0.1740336924,2.438693047,0.119004238,
2.46273613,0.1703038899,2.459848166,0.112999812,
2.480010033,0.1706184973,2.479968071,0.1172058715,
2.500739098,0.1643206953,2.500777006,0.112530832,
2.520862103,0.1659174387,2.521040201,0.1110037459,
2.541887045,0.1677796549,2.542057037,0.1151906042,
2.561994076,0.1619558662,2.561891079,0.1107336376,
2.583053112,0.164819593,2.583380222,0.1094966684,
2.602884054,0.1663592865,2.602825165,0.1084044013,
2.623647213,0.1551176647,2.623594046,0.104641062,
2.643995047,0.1504890772,2.643823147,0.1134402721,
2.669679165,0.1414860159,2.667679071,0.1088112637,
2.684987068,0.1378943372,2.684840202,0.1129646818,
2.706034184,0.1325396188,2.706096172,0.1104495346,
2.72591114,0.1197126373,2.725812197,0.1106274593,
2.747212172,0.1064882981,2.747267008,0.1111957492,
2.766703129,0.09779360853,2.766645193,0.1119141924,
2.787098169,0.08758573461,2.787232161,0.1159825878,
2.807574034,0.09095831112,2.807633162,0.1150265908,
2.828057051,0.08505375645,2.828010082,0.1160483306,
2.848494053,0.07909987178,2.848356009,0.1171027744,
2.869137049,0.07603193498,2.868916035,0.1208734513,
2.889893055,0.07144462932,2.88996315,0.1206862008,
2.910837173,0.06851447018,2.91063118,0.1145315363,
2.930644035,0.06631720412,2.930541039,0.1193168942,
2.952046156,0.07453415556,2.952133179,0.115550432,
2.971506119,0.07497035954,2.971665144,0.1259484516,
2.991940022,0.08028050283,2.991837025,0.1225470688,
3.012634993,0.08459844851,3.012371063,0.1230014329,
3.032866001,0.09361457315,3.032738209,0.122960784,
3.053447008,0.09449771408,3.05325222,0.1262510643,
3.073879004,0.1030586533,3.073772192,0.1237918188,
3.094240189,0.1070532327,3.094396114,0.1267563768,
3.114787102,0.1187488811,3.114678144,0.1235956135,
3.135120153,0.130649749,3.1352911,0.1221490891,
3.155707121,0.1402649881,3.155552149,0.1249653268,
3.176138163,0.1462121095,3.176020145,0.120528229,
3.196686029,0.1569099187,3.196639061,0.1184122948,
3.217161179,0.1659561689,3.217042208,0.1158901601,
3.237590075,0.178628056,3.237496138,0.1128971308,
3.258857012,0.1828950036,3.258729219,0.1155586999,
3.278744221,0.1940024682,3.278650045,0.1091509651,
3.301545143,0.1865542974,3.30166316,0.1056294042,
3.31973815,0.1969189034,3.319698095,0.1068931588,
3.340718031,0.195316455,3.341159105,0.1018283734,
3.36058712,0.1978052734,3.360442162,0.1021699288,
3.381826162,0.1711376029,3.381720066,0.09730139244,
3.401365995,0.1780006958,3.401503086,0.09703730148,
3.422097206,0.1751830122,3.422008038,0.08645924755,
3.442283154,0.1759894438,3.44235611,0.09568522405,
3.462943077,0.1678682985,3.464944124,0.08242392058,
3.483583212,0.1640528514,3.483409166,0.08559584701,
3.504292011,0.1534735999,3.504237175,0.08189359909,
3.524307013,0.1570173046,3.52446413,0.0820332295,
3.545225143,0.1420924896,3.545270205,0.07412492886,
3.56547904,0.1279560636,3.565421104,0.0775840687,
3.586926222,0.1121096913,3.586041212,0.0708069762,
3.606338024,0.09701695367,3.606281996,0.07774517088,
3.626919031,0.08727303819,3.626771212,0.06993902985,
3.647222996,0.07002248723,3.647353172,0.0735572987,
3.66780901,0.05306151799,3.667659998,0.06870939517,
3.688282013,0.047814103,3.688076019,0.07429395656,
3.708921194,0.04803364582,3.708832026,0.06911013518,
3.729598045,0.03603052233,3.729485989,0.0724288424,
3.750127077,0.03677259632,3.749981165,0.06898599276,
3.77042222,0.02147850392,3.770488024,0.07310465588,
3.790969133,0.0300494271,3.790908098,0.06933866107,
3.811568022,0.02126664757,3.811632156,0.07179744555,
3.831764221,0.03544494783,3.831830025,0.07035290338,
3.852285147,0.02570888013,3.852219105,0.07095593833,
3.873087168,0.03106549739,3.873038054,0.0685847061,
3.893280029,0.03964590086,3.893071175,0.0692350676,
3.913849115,0.04219257934,3.913761139,0.06882890968,
3.934433222,0.04959605056,3.934240103,0.06681653157,
3.954778194,0.0516302842,3.95472312,0.06512900422,
3.975354195,0.05455719857,3.975191116,0.06344690483,
3.995571136,0.05964635217,3.995630026,0.06138079878,
4.016376019,0.06546191115,4.016311169,0.06107624822,
4.036547184,0.06484607486,4.036478996,0.05751915331,
4.057708025,0.07369233279,4.057040215,0.0547252951,
4.077730179,0.08787318417,4.077800035,0.05430831168,
4.09849906,0.09153769021,4.098623037,0.04969306719,
4.118760109,0.09651116656,4.119064093,0.04621178606,
4.140389204,0.08894185649,4.140529156,0.0457360321,
4.159515142,0.09713059009,4.159579039,0.03899581009,
4.180845022,0.1047507365,4.180771112,0.03739592681,
4.200468063,0.1101508131,4.200532198,0.03416676971,
4.221318007,0.1035932351,4.221409082,0.03134163228,
4.241367102,0.09781101498,4.241293192,0.02459460744,
4.261942148,0.09639276903,4.261736155,0.02412641015,
4.282387018,0.08488559849,4.282328129,0.01702123513,
4.302795172,0.0769452336,4.30273819,0.01973979751,
4.323119164,0.06562830632,4.323029995,0.01086881645,
4.345394135,0.058834254,4.345866203,0.01173589625,
4.36404705,0.05008820355,4.363974094,0.004220929888,
4.385507107,0.04154581049,4.385440111,0.007714617028,
4.405088186,0.03981122916,4.404911041,-0.001060396153,
4.425886154,0.03094395324,4.425947189,0.001613553615,
4.445854187,0.02555595649,4.44575119,-0.006094949158,
4.46647501,0.02385623437,4.466274023,-0.002019523593,
4.486872196,0.02273185038,4.486795187,-0.01045743897,
4.507320166,0.009349620954,4.507258177,-0.006362483347,
4.527689219,0.007806623402,4.527752161,-0.01464844895,
4.548264027,0.01086818295,4.54818511,-0.01041790118,
4.568777084,0.01038633804,4.568621159,-0.0194111347,
4.589235067,0.008520447647,4.589132071,-0.01465118102,
4.60966301,0.01845132415,4.60953021,-0.02438921648,
4.63017416,0.01479817497,4.630231142,-0.0194946229,
4.650562048,0.01402086555,4.650620222,-0.02952339868,
4.671044111,-0.001759257823,4.671000004,-0.02447100513,
4.691466093,0.001605161978,4.691608191,-0.03522062087,
4.711839199,0.001923027928,4.711764097,-0.02986282895,
4.732933044,0.0003034922889,4.732880116,-0.04086003015,
4.752712011,-0.01054548944,4.752649069,-0.04087316718,
4.773066998,-0.01385087705,4.773151159,-0.04367705473,
4.793515205,-0.006872247843,4.793431044,-0.04654253253,
4.813955069,-0.01279405963,4.814160109,-0.04927785201,
4.834764004,-0.0140752748,4.834611177,-0.04602919001,
4.855293036,-0.009746815096,4.855046988,-0.05825103569,
4.875557184,-0.01126791318,4.875482082,-0.05786417701,
4.896032095,-0.01063606312,4.895944118,-0.06092551794,
4.916415215,-0.01291512492,4.916526079,-0.06388645567,
4.936957121,0.003284047499,4.937032223,-0.06700604379,
4.957352161,-0.006000038575,4.957275152,-0.07013108398,
4.977739096,0.001069867281,4.977682114,-0.07324394577,
4.99824214,0.01269253746,4.998189211,-0.0766149109,
5.02155304,0.006569421571,5.021457195,-0.07953870923,
5.039750099,0.004452790308,5.039564133,-0.08255339054,
5.061073065,0.003083308955,5.061014175,-0.08540611448,
5.080526114,-0.002870182318,5.080395222,-0.09637332128,
5.10127306,-0.007591434387,5.101392031,-0.08764074584,
5.121333122,-0.003884452964,5.121260166,-0.1017718947,
5.141885996,-0.01666951184,5.141956091,-0.09366108899,
5.16237402,-0.03277462717,5.162317991,-0.1071555617,
5.184339046,-0.03647198316,5.182908058,-0.09756393658,
5.203340054,-0.04505066045,5.203283072,-0.1113363208,
5.225488186,-0.0538523984,5.225541115,-0.1029829385,
5.244507074,-0.06119295705,5.244381189,-0.1080162314,
5.266027212,-0.06663940719,5.266808987,-0.1017642262,
5.28550601,-0.06794160376,5.285447121,-0.1152692579,
5.306188107,-0.07497398072,5.306086063,-0.1044056086,
5.326384068,-0.08838582065,5.326305151,-0.1178098243,
5.347062111,-0.08928776407,5.34726119,-0.1094184922,
5.367590189,-0.0956826208,5.367677212,-0.1213163893,
5.388039112,-0.1014746123,5.387933016,-0.1098884831,
5.408440113,-0.1005319387,5.408491135,-0.1233123969,
5.429180145,-0.09998483259,5.429068089,-0.1147143755,
5.449587107,-0.1014661917,5.449722052,-0.1265520937,
5.47033906,-0.1055023451,5.470413208,-0.114899122,
5.490562201,-0.1038466744,5.490432024,-0.1284472821,
5.511308193,-0.1014035257,5.511088133,-0.1198188862,
5.53187418,-0.09319963325,5.53176403,-0.1316184054,
5.552479029,-0.09453462683,5.552350044,-0.1199365248,
5.572854042,-0.08860432478,5.572784185,-0.1335670036,
5.593281031,-0.09570089763,5.593214035,-0.1331981633,
5.613723993,-0.09657760715,5.613805056,-0.1324773125,
5.634016991,-0.09455432681,5.633919001,-0.1334355079,
5.654428005,-0.09983925188,5.654378176,-0.1343738048,
5.675001144,-0.09796283317,5.674840212,-0.1384717874,
5.695511103,-0.09675737684,5.695432186,-0.1376656486,
5.715866089,-0.0994396008,5.715738058,-0.138387648,
5.736521006,-0.105026671,5.736471176,-0.1423597596,
5.756844997,-0.1116211336,5.756788015,-0.1410521252,
5.777915001,-0.1171407932,5.777364016,-0.1416201257,
5.797785997,-0.1188713045,5.797860146,-0.1419621614,
5.81854105,-0.1209372324,5.818653107,-0.1458538302,
5.838635206,-0.1212643523,5.838715076,-0.1439007412,
5.862237215,-0.126442702,5.862304211,-0.143498936,
5.879706144,-0.1285554868,5.879546165,-0.147224394,
5.901446104,-0.1347005534,5.901381016,-0.144290114,
5.92042017,-0.143116228,5.920355082,-0.1511424096,
5.941131115,-0.1506604445,5.941028118,-0.1380292148,
5.961228132,-0.1528503649,5.961037159,-0.1538199825,
5.981976032,-0.16759519,5.981908083,-0.1377345297,
6.002144098,-0.1691839571,6.002032995,-0.1479381258,
6.022819996,-0.178380884,6.022740126,-0.1345177578,
6.043222189,-0.1767466089,6.043150187,-0.149472165,
6.065085173,-0.1828142339,6.065019131,-0.1329202421,
6.084148169,-0.1833017785,6.084221125,-0.1418794962,
6.10543704,-0.1852210866,6.105340004,-0.1341664886,
6.125174999,-0.1940334503,6.125258207,-0.1387916677,
6.146631002,-0.1897028683,6.146543026,-0.1250138448,
6.166617155,-0.1996808408,6.166537046,-0.1326715471,
6.187046051,-0.2076775454,6.186953068,-0.1254844343,
6.207426071,-0.2086459117,6.207485199,-0.1289062059,
6.22787714,-0.2143889411,6.228251219,-0.1152681759,
6.248291016,-0.2103233928,6.24844718,-0.1288786236,
6.26880002,-0.211988168,6.268850088,-0.1119484024,
6.28924799,-0.2065290889,6.289144993,-0.1183329599,
6.309639215,-0.1947797155,6.309734106,-0.1056091417,
6.330013037,-0.1998910798,6.330079079,-0.1183495789,
6.351060152,-0.1907028645,6.351169109,-0.102578805,
6.371101141,-0.1818740187,6.37104702,-0.1088234425,
6.392468214,-0.1823379235,6.392585039,-0.1030153132,
6.412068129,-0.1751782772,6.41200614,-0.105822667,
6.432443142,-0.1644243024,6.432360172,-0.1003793219,
6.452900171,-0.1514722322,6.453067064,-0.1034608232,
6.473733187,-0.1494450477,6.473795176,-0.09315569785,
6.493828058,-0.1341613342,6.493760109,-0.09939971688,
6.514205217,-0.1214095274,6.514074087,-0.09517237756,
6.534520149,-0.1193630179,6.534687042,-0.0937686941,
6.555066109,-0.1126727772,6.554932117,-0.09641356026,
6.575555086,-0.1099389333,6.575639009,-0.09303040665,
6.595908165,-0.1069410244,6.595851183,-0.0920382148,
6.61659503,-0.0947035858,6.616314173,-0.09446356656,
6.63681221,-0.09108428093,6.636736155,-0.091631398,
6.657382011,-0.09511496333,6.657505035,-0.09082350641,
6.677731037,-0.08405237383,6.677570105,-0.09287402439,
6.698346138,-0.08936592747,6.701850176,-0.09029154448,
6.718707085,-0.08922212809,6.718632221,-0.08956973381,
6.740153074,-0.08359664413,6.740224123,-0.08861464596,
6.759787083,-0.08260446154,6.759848118,-0.08747756826,
6.780982018,-0.08484705117,6.781045198,-0.0890367481,
6.800425053,-0.08888121794,6.800354004,-0.08905467845,
6.821384192,-0.09119753851,6.821731091,-0.08336882113,
6.841324091,-0.09208601919,6.841155052,-0.08864099993,
6.86196208,-0.09160669248,6.861797094,-0.08166464419,
6.882258177,-0.09321094839,6.882153988,-0.08319297861,
6.902841091,-0.09262734835,6.902778149,-0.08087306183,
6.923097134,-0.09870265491,6.92316103,-0.07997723738,
6.946515083,-0.1009200865,6.946444035,-0.07473054512,
6.964074135,-0.1042191375,6.963983059,-0.07805776673,
6.986173153,-0.1104887086,6.985732079,-0.07121455967,
7.005132198,-0.1053297652,7.005063057,-0.07036319061,
7.025765181,-0.109422116,7.025810003,-0.06902596977,
7.04629612,-0.1223708521,7.046444178,-0.06539336626,
7.066824198,-0.1201576284,7.066779137,-0.06065265032,
7.087318182,-0.1230023596,7.087263107,-0.05800080373,
7.107713223,-0.1135408008,7.107611179,-0.05753938013,
7.128153086,-0.1124263995,7.128037214,-0.05212171428,
7.148652077,-0.1148508001,7.148713112,-0.04801650861,
7.169233084,-0.118349623,7.169296026,-0.04813749598,
7.189721107,-0.1141991819,7.189601183,-0.04193286518,
7.21016407,-0.1104690991,7.210108042,-0.03721625036,
7.230609179,-0.1188442455,7.230554104,-0.0338470941,
7.251092196,-0.1188563338,7.250946045,-0.02874649649,
7.271536112,-0.1045370773,7.271490097,-0.0262822036,
7.292143106,-0.1065971889,7.292041063,-0.02443936429,
7.312388182,-0.1017472932,7.312271118,-0.01899242267,
7.333236217,-0.09647651649,7.333045006,-0.01846441135,
7.353671074,-0.09731483805,7.353538036,-0.01279421048,
7.37404418,-0.08031411675,7.374095201,-0.009125222279,
7.394603014,-0.1081363303,7.394417048,-0.005522729983,
7.415130138,-0.09350164254,7.415207148,-0.002377844134,
7.435610056,-0.08111565738,7.435522079,-0.001616817515,
7.45622015,-0.0799075165,7.456474066,0.002690226967,
7.476765156,-0.06194128204,7.476726055,0.005276570155,
7.497174025,-0.04793920657,7.497060061,0.007735263233,
7.517610073,-0.04799671209,7.517863035,0.008870251816,
7.538348198,-0.02934094971,7.538269043,0.01163020173,
7.558722019,-0.03424263844,7.55862999,0.01371728326,
7.580814123,-0.0170776608,7.580711126,0.01538086774,
7.600051165,-0.007029289532,7.599989176,0.02069243368,
7.62136817,-0.01142432965,7.621501207,0.01691352781,
7.640912056,-0.007080013023,7.640984058,0.02454963817,
7.66208005,-0.002519719264,7.662020206,0.02031416772,
7.681737185,-0.001299592393,7.681969166,0.02850370898,
7.702218056,-0.002259521034,7.702285051,0.02407614256,
7.722643137,-0.0005862982302,7.722537994,0.03283408019,
7.74388504,-0.002469320292,7.74583602,0.02810243783,
7.763645172,-0.003040247582,7.76357913,0.03760336375,
7.78651619,-0.006959660431,7.786543131,0.03267032628,
7.805016994,-0.00582063855,7.804815054,0.04277921118,
7.826727152,0.00646548425,7.826672077,0.03744495895,
7.845818996,0.00296189134,7.845767021,0.04812123528,
7.868304014,0.01121956959,7.86837101,0.04242834753,
7.886809111,0.005304433222,7.886660099,0.05345072182,
7.908743143,0.005128605738,7.907438993,0.04747335207,
7.927532196,0.006229825652,7.927480221,0.05877480414,
7.947981119,0.01580364683,7.947894096,0.05228800013,
7.968497992,0.01071284349,7.968433142,0.06429938672,
7.98932004,0.0164041064,7.989123106,0.05736021064,
8.009567022,0.01739328421,8.009498119,0.06303515576,
8.030129194,0.01463621337,8.030278206,0.05976312183,
8.050346136,0.01785987007,8.050239086,0.07156670646,
8.072305202,0.02042095821,8.072137117,0.06479881006,
8.091577053,0.01784026437,8.091516018,0.07681799072,
8.111811161,0.01930451353,8.111876011,0.0758799876,
8.132251024,0.02586990953,8.132177114,0.07826013735,
8.152582169,0.03028008292,8.152639151,0.08150579372,
8.173022032,0.03534792569,8.17308116,0.08331850176,
8.19374609,0.04498596209,8.193696022,0.0785016719,
8.21394515,0.04821575031,8.213876009,0.0926377968,
8.234350204,0.04887528869,8.234294176,0.09047382068,
8.254785061,0.05506881568,8.254834175,0.09240731814,
8.275262117,0.05489626561,8.275189161,0.09439813408,
8.295747042,0.06101829616,8.295664072,0.09614738085,
8.316155195,0.05534020337,8.316209078,0.09975753147,
8.336966038,0.06356391589,8.336880207,0.1003300658,
8.357099056,0.06557562055,8.357012033,0.1017766804,
8.377632141,0.08030360134,8.377519131,0.1053340224,
8.398139,0.08117320007,8.398066998,0.1053625355,
8.419466019,0.08747224968,8.421564102,0.1062872663,
8.439074993,0.09303797765,8.439010143,0.107062005,
8.46094203,0.09734138534,8.460831165,0.1108024771,
8.479911089,0.09645143956,8.479817152,0.1177568006,
8.500844002,0.112271299,8.500953197,0.1056521012,
8.520802021,0.1194172651,8.520595074,0.1218303411,
8.541872025,0.1248823435,8.542035103,0.1074788837,
8.562133074,0.1323662918,8.562204123,0.1195238463,
8.585225105,0.1434360232,8.585138083,0.1109328678,
8.603421211,0.1470086473,8.603475094,0.1205436002,
8.624547005,0.1546887093,8.624679089,0.1069054676,
8.644573212,0.1415912876,8.644345999,0.1236009754,
8.665214062,0.1521874336,8.665137053,0.1072722517,
8.685676098,0.1610676078,8.685535192,0.1187780023,
8.706238031,0.1585272561,8.706164122,0.1100570236,
8.726413012,0.1645616857,8.726476192,0.1184082321,
8.746997118,0.1686595839,8.746921062,0.1043128451,
8.76732707,0.1625982369,8.767261028,0.1212878746,
8.787804127,0.1704735318,8.787744045,0.104297738,
8.808269024,0.1658919444,8.80820322,0.1157449003,
8.828802109,0.1703395239,8.828868151,0.1073336215,
8.849326134,0.1581346414,8.849152088,0.1160924828,
8.869667053,0.1587525424,8.869585037,0.1025080292,
8.890152216,0.153861746,8.890098095,0.1143457564,
8.910832167,0.1487902215,8.910768032,0.1060598156,
8.930997133,0.1384950349,8.930917025,0.1153593704,
8.951551199,0.1445496308,8.951606989,0.1025387369,
8.971890211,0.1422794016,8.97182107,0.1191837533,
8.992269993,0.1255104386,8.99220705,0.1124877698,
9.012736082,0.116029285,9.012639999,0.112671887,
9.03323102,0.1192918562,9.033152103,0.1167649774,
9.053670168,0.1081010263,9.053601027,0.1151643258,
9.074031115,0.1028997106,9.073950052,0.1156379514,
9.094511986,0.1023840459,9.094641209,0.1196645553,
9.114927053,0.09426700937,9.11485815,0.1185815087,
9.135452986,0.09823959109,9.135537148,0.1191810152,
9.156009197,0.0972049357,9.155871153,0.1198892925,
9.176427126,0.1013225992,9.17635107,0.1236397848,
9.196803093,0.0999847926,9.196957111,0.1225668127,
9.217344046,0.09669772701,9.217261076,0.1231775677,
9.237754107,0.1040285967,9.23767519,0.1266538631,
9.260534048,0.09623107,9.260469198,0.1255232365,
9.27882719,0.1018361866,9.278676987,0.1256502252,
9.30156517,0.09425836159,9.301664114,0.1290254612,
9.320018053,0.09705406371,9.319930077,0.127173909,
9.340767145,0.1004111358,9.340831041,0.1268621102,
9.360818148,0.1219391209,9.360724211,0.1330581598,
9.38132,0.1203346582,9.381525993,0.1222399704,
9.401811123,0.1322146519,9.402346134,0.1353741228,
9.422622204,0.1288908049,9.422543049,0.12218772,
9.442778111,0.1272924187,9.442651033,0.1308031643,
9.46472621,0.1412735434,9.463834047,0.1239113641,
9.484290123,0.1383737811,9.4842031,0.1289060969,
9.505706072,0.1539819258,9.505784988,0.1171851931,
9.525163174,0.1574000926,9.525243044,0.1236427684,
9.545963049,0.1689169063,9.545871019,0.1119279728,
9.566028118,0.1805587489,9.565976143,0.1235118139,
9.586400032,0.1847053685,9.586347103,0.1086679422,
9.606834173,0.1833872219,9.606750011,0.1140126396,
9.627255201,0.1965146871,9.627138138,0.102633715,
9.647706985,0.1963982138,9.647596121,0.1069078361,
9.668272018,0.1977153706,9.668116093,0.101681606,
9.689721107,0.2030048393,9.688989162,0.1020694138,
9.710410118,0.1980604189,9.710300207,0.09103268259,
9.731363058,0.1955633205,9.731273174,0.09458490013,
9.752027035,0.1961840684,9.75210619,0.08386940095,
9.772046089,0.1880409111,9.771888018,0.08728191891,
9.792534113,0.1794040515,9.792380095,0.08187656727,
9.813089132,0.1723937152,9.813033104,0.08424143415,
9.833460093,0.1532193257,9.833517075,0.07847964199,
9.854014158,0.143002456,9.854074001,0.0760989517,
9.874521017,0.133172117,9.874423027,0.07822936959,
9.895004034,0.120145357,9.894827127,0.07371569649,
9.915262222,0.1166377171,9.915356159,0.07203724275,
9.935954094,0.1020559907,9.93583703,0.07082506787,
9.956435204,0.08962203141,9.956368208,0.07260085355,
9.977115154,0.08068483615,9.977252007,0.07009828983,
9.997545004,0.05608257217,9.997480154,0.06954843436,
10.01835799,0.04585399537,10.02010918,0.06914012787,
10.03853106,0.04132356652,10.03847218,0.07048634404,
10.05939102,0.04664004103,10.05926919,0.0690851141,
10.07972908,0.03756402929,10.07965112,0.06898470828,
10.10107422,0.0408921726,10.10114503,0.06886883981,
10.12051105,0.03310786448,10.120363,0.07131540486,
10.14166307,0.03098248771,10.14151716,0.06805738611,
10.16168809,0.03635857196,10.16142821,0.06977374449,
10.18274021,0.04223075276,10.18286204,0.06742814674,
10.20324802,0.03718962311,10.20317101,0.06937833156,
10.22393608,0.04540896514,10.22409105,0.06680150879,
10.24422717,0.04509552827,10.24416113,0.06684969272,
10.26542807,0.04526675464,10.26582217,0.06622433943,
10.28527403,0.05005426663,10.2853651,0.06483812079,
10.30617619,0.05272546548,10.3061552,0.06317752352,
10.32628322,0.06545205235,10.32610917,0.06142661811,
10.34656,0.05903508502,10.34668517,0.06157967376,
10.36710405,0.06966246111,10.36695719,0.0582429653,
10.38761902,0.07239387734,10.38746715,0.0569325314,
10.40802503,0.07030654672,10.40797806,0.0555073055,
10.42849207,0.07113087379,10.42879319,0.05334254323,
10.44894719,0.08368558675,10.44887519,0.04926166781,
10.46995902,0.07816576241,10.470011,0.05042022725,
10.48976421,0.07946345236,10.48984909,0.04448404666,
10.5102632,0.07109133831,10.51042008,0.04395905042,
10.53076506,0.0838505057,10.53086114,0.03866908823,
10.55213714,0.06899264998,10.55223608,0.04076217974,
10.57201314,0.07911874302,10.57194614,0.03372485842,
10.59301805,0.06468436781,10.59310317,0.03431318763,
10.61291409,0.04808575694,10.61274004,0.0281021414,
10.63333511,0.04981431321,10.63327813,0.02819996248,
10.65364909,0.04843105005,10.65381312,0.02455229528,
10.67418003,0.03892498443,10.674124,0.02204363015,
10.69471312,0.03729036134,10.69462299,0.02071214613,
10.71509719,0.03074279458,10.7150321,0.0175886147,
10.7357471,0.02327970372,10.73565507,0.01521465332,
10.75607109,0.01485610752,10.75589609,0.01370972716,
10.77648616,0.01656624684,10.77654719,0.01091397719,
10.79686809,0.01381510548,10.79679918,0.008674137443,
10.81724405,0.006921665941,10.8174262,0.006424281255,
10.83776307,0.00472388602,10.83769011,0.004546893505,
10.85848522,0.003459537554,10.86078811,0.001944879918,
10.87861419,0.003100424402,10.87869906,-0.0003873338446,
10.89918399,0.002183727284,10.89931107,-0.002585053488,
10.91980004,0.002326171404,10.91986418,-0.005173514431,
10.94021201,0.002846055819,10.94016218,-0.007742954255,
10.96039319,0.002951593399,10.96033216,-0.01532677628,
10.98100114,-0.003701951027,10.98102212,-0.009984621286,
11.00116301,-0.00918217225,11.00129414,-0.02074978427,
